dependency_id,record_a,record_b,relationship,dependency_level,reason,review_status
DEP_4B17ABA76FAB2CD2F0F21829,REC_5A828FB4E86067E5663C6A66,REC_8D91DA9FF5EFFB2EFD9F4CF8,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_6214BC77B1C76EB683E7C8A1,REC_2304C56CBDE39977259F6C68,REC_8A70C6E85CA6C69258A2140E,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_0825BABD70E22586E5550B31,REC_4C9AD7B66C5CA573690F5E9E,REC_C2C38987DCE313076BD3331D,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_A31158830F6D0C3F892E7C14,REC_688741F516EB654BE93D94EA,REC_F914D3FC6413A563C92D2B4A,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_0A9EE5C3FFE7FC351778E16B,REC_CC326F3A2C499919AA6737CC,REC_8C5DC9B0659D81ED903BCFEF,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_4422DA193DBB3215392AA9D5,REC_CC326F3A2C499919AA6737CC,REC_DD0046B1F6119B2BB20AB8EA,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_6FB5CAE835FB6E85A3853748,REC_8C5DC9B0659D81ED903BCFEF,REC_DD0046B1F6119B2BB20AB8EA,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_CB317F5768E335238E6FAF18,REC_D38B5B95C899B5585D93F778,REC_679F44C1D78A86F63E8220FA,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_09E79DF0264C634EEF071B8E,REC_B5852E2D5D95B8C7C8DD53B6,REC_A47BAA3E011AF2CA6CB87025,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_0289F203A28C8E547CFBB6EE,REC_16800BFFC5C9C4354CE637E2,REC_043F01118C673CC94F8845E6,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_7997C39C158FAAC3F5373A8F,REC_C894A164FF690C2D831727E9,REC_B9EA50DFA382256F52233B3A,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_CDD4C278A07E139529DFEEE7,REC_B87C1A93495888E144D3E502,REC_2B03A05EDECF7EF21DAC992B,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_8DB4FD719970E27E08F0ACC7,REC_EAAEE259A667AAA393F2C0CA,REC_124CFD6586328DA207FADACA,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_FBD768464A454603172332D1,REC_EAAEE259A667AAA393F2C0CA,REC_BF2717267100C64748E18C12,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_202BF1AC9FF5123441F56996,REC_124CFD6586328DA207FADACA,REC_BF2717267100C64748E18C12,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_1B7F7334A56F8832EDE4F298,REC_124CFD6586328DA207FADACA,REC_F18332E29EEC0BBA682E0D0D,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_509682B31E5D8E11C7621212,REC_F18332E29EEC0BBA682E0D0D,REC_BF2717267100C64748E18C12,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_9E7AFD92368C2C7F1563A8F7,REC_E2C807721FDA41DB663A75F8,REC_18093085B269FB6A586003EF,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_8C657AB8FB79D33CD01E0CF2,REC_CEBC180424C30785FD1D83C6,REC_D260CF815044141205629666,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_4479C8B494CA913F0D5D3BB8,REC_541163D5612815D40DCC7F98,REC_56E628F7724A88020440AD86,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_F50D67EC9C0E06B404D6D70D,REC_70927351459059F6F32F3210,REC_E31800F23ED9C4EFD0E30ACB,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_02072E715F64F71F000646A5,REC_70927351459059F6F32F3210,REC_213ED6DCC6CF5ED55CA05E61,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_216CD24CFF8F20D478E1CCA3,REC_70927351459059F6F32F3210,REC_BC6860FAAF34251E19B43504,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and safety records share the Open Targets delivery source and may share target annotations or literature.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_4C603016BE9851FDCAFAD993,REC_E31800F23ED9C4EFD0E30ACB,REC_213ED6DCC6CF5ED55CA05E61,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_8D922CCF9C7A82D6DDC64605,REC_E31800F23ED9C4EFD0E30ACB,REC_BC6860FAAF34251E19B43504,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate and safety summaries share a Platform release; exact upstream record overlap is unresolved.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_5E15FD657AB4876B3D3F3102,REC_213ED6DCC6CF5ED55CA05E61,REC_BC6860FAAF34251E19B43504,SAME_SOURCE,PARTIALLY_DEPENDENT,Tractability and safety are separate blocks but share the Open Targets target object and may reference overlapping pharmacology or literature.,REVIEWED_TASK013
DEP_66B767D4F001076AB09112FE,REC_E31800F23ED9C4EFD0E30ACB,REC_57C6D7448E376FC4A4143BF7,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_795C661376589B83B45B9688,REC_57C6D7448E376FC4A4143BF7,REC_213ED6DCC6CF5ED55CA05E61,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_FA41ACEB954B781AFA05E45C,REC_C94C6C4DBD96993321DC457E,REC_903260951B825EE9C0C2C8B1,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_D0EA3FE2B560A66CEB3A00A7,REC_4A01AC263A181BE66C51C790,REC_B928710DDE574F1D8821CFE3,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_3CD0090D62387442B089E3DD,REC_1855CDF3FCB4ADAED2B52397,REC_06B532B9628F7DF6AF451817,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_48DBE281FDD01140388BFB21,REC_7B28A35D245DE218BECB7422,REC_7820E4A8AAA57FA6DBC65610,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_B64F821A04D118BBAB5BDAC2,REC_C9900E4CECED4737BAC19FF5,REC_DBF4246F9F402552401A62E7,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_05337DB9FC3E2A4C05F39D3D,REC_F286D1AF6CA9F0D6BCFF1E56,REC_5FB8D717E2C47439DED73460,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_2DE690983DC2C06D28446863,REC_F286D1AF6CA9F0D6BCFF1E56,REC_B7363461F7A575AAF3539713,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_481E463EB350ADB831BAD382,REC_5FB8D717E2C47439DED73460,REC_B7363461F7A575AAF3539713,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_F7F1867E35C43D0DFDE00352,REC_5FB8D717E2C47439DED73460,REC_E887B6C3E3F673129EF52DF3,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_49D7CECE72B03CF8F8AEC926,REC_E887B6C3E3F673129EF52DF3,REC_B7363461F7A575AAF3539713,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_5F86C230E4CA12B6000C0625,REC_F61B9F701F41F2EB181E6DC5,REC_4284A688076639C65309163C,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_F3341C9277F7306E89285A69,REC_E38DDF4FA6BD10C930370625,REC_F97B8FFB791BA49114CC35A0,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_252C9E80141FEEC71233AD73,REC_BC92E7611CAEBCA3E55680F2,REC_11292D9F46E52BDB95D1BA17,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_458DDB7EBD8C8C1362CA5A60,REC_BC92E7611CAEBCA3E55680F2,REC_77EA5E0B1E6B3C4A305EACB5,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_4AEFB1E5610734F42FCA5E1C,REC_BC92E7611CAEBCA3E55680F2,REC_D4F7BBF11DC850CD6632B805,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and safety records share the Open Targets delivery source and may share target annotations or literature.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_6C33D9E5FE13A277200AD3F5,REC_11292D9F46E52BDB95D1BA17,REC_77EA5E0B1E6B3C4A305EACB5,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_38006F7127417E14D5645717,REC_11292D9F46E52BDB95D1BA17,REC_D4F7BBF11DC850CD6632B805,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate and safety summaries share a Platform release; exact upstream record overlap is unresolved.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_3D051612D4DF94144FB42CD4,REC_77EA5E0B1E6B3C4A305EACB5,REC_D4F7BBF11DC850CD6632B805,SAME_SOURCE,PARTIALLY_DEPENDENT,Tractability and safety are separate blocks but share the Open Targets target object and may reference overlapping pharmacology or literature.,REVIEWED_TASK013
DEP_BA1C4842C45992418EE02529,REC_11292D9F46E52BDB95D1BA17,REC_C1C718B55182ACC1B5DE0829,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_466F526A5DF7848113276C8E,REC_C1C718B55182ACC1B5DE0829,REC_77EA5E0B1E6B3C4A305EACB5,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_9C97C3DA1D99FAEBBEF8321F,REC_451A7471000CC91446DCDB90,REC_7AE50211AB86BC11C0D314A7,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_58C204D1DBF7E1E2C3B98EFF,REC_6D5A8FD42141DDEAF123C37D,REC_3AB782C0C8E0AA6E96580FF0,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_9AF49520BB1459AE46D498AF,REC_6D5A8FD42141DDEAF123C37D,REC_8B0120B5845BC38B9042BD89,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_DCADC159A4AFA9660695302D,REC_8B0120B5845BC38B9042BD89,REC_3AB782C0C8E0AA6E96580FF0,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_2F83FC1ADA4B63F8684D9C42,REC_F130999B9DCBFCE074B30854,REC_D4833C8BDF8AE710C34822C1,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_F33C433F4DB94FF6FAE2B526,REC_EF9721E97E9DFBFCF9DF1E67,REC_B4E7942C0EB68A51F2601FA7,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_B6BC842F87D47486F97C927E,REC_EF9721E97E9DFBFCF9DF1E67,REC_A6B0E017BCB2B113C912E2D6,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_E738E3652FA6D23B725999D8,REC_A6B0E017BCB2B113C912E2D6,REC_B4E7942C0EB68A51F2601FA7,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_277A035633D15DC9556C5EA5,REC_086FE8937DDDD511258CA273,REC_318B5FD0A42A00DFE59695BE,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_C2CA76BE5E1089B448D6E9CD,REC_11EAEB4E7E3E37DBC02D779F,REC_8A96E363C9ED45C1470B3E5C,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_9E698AF7B718F8D528B94134,REC_11EAEB4E7E3E37DBC02D779F,REC_1AB2F0CBFDA36639BDE55039,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_8B7222262CA13F501AB8EB4C,REC_8A96E363C9ED45C1470B3E5C,REC_1AB2F0CBFDA36639BDE55039,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_C70D8BFB8B90E6828F0C29BF,REC_3796713A1EA386233DA8A937,REC_5A53C038EDC9FBD8E33A3645,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_0F3D0A3FAD95ADF99A78879E,REC_8DECF53EDD62B628033334B0,REC_361C7DB8D8024407292A0159,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_F1AE3096848E2366C4092318,REC_58712711C894D31E240235FA,REC_2138ED48E4098EA5E9F35F4E,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_A99610BF7ACB563F1874F8FB,REC_E278C49B8F02DE552E1B4AE6,REC_C1855CA9B6326E54B68222FB,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_9BBA53B5851D2B19428BEA27,REC_E278C49B8F02DE552E1B4AE6,REC_CA661B2D14E2C175FF6F46B3,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_599865EB08158F380C20CD72,REC_E278C49B8F02DE552E1B4AE6,REC_4161ECF3A2B21F3B0CD211F1,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and safety records share the Open Targets delivery source and may share target annotations or literature.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_5C7F768252A84397CFFD66E0,REC_C1855CA9B6326E54B68222FB,REC_CA661B2D14E2C175FF6F46B3,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_CFDA9AF8544551BE592F30D5,REC_C1855CA9B6326E54B68222FB,REC_4161ECF3A2B21F3B0CD211F1,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate and safety summaries share a Platform release; exact upstream record overlap is unresolved.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_8A696E816BE6A66E05C8D23F,REC_CA661B2D14E2C175FF6F46B3,REC_4161ECF3A2B21F3B0CD211F1,SAME_SOURCE,PARTIALLY_DEPENDENT,Tractability and safety are separate blocks but share the Open Targets target object and may reference overlapping pharmacology or literature.,REVIEWED_TASK013
DEP_01FEFC7502480CF43CDF1289,REC_C1855CA9B6326E54B68222FB,REC_76A9F0D926B1A070BDFE2B05,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_ABF3ACCB0BC58C970FFC092C,REC_76A9F0D926B1A070BDFE2B05,REC_CA661B2D14E2C175FF6F46B3,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_F01A3C5476748B7D81B6043D,REC_9DDE5A2BD61DEBE4F63B4ED1,REC_D91AD7669A378A5EAD7A113C,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_36E4023988F3BCBFF89C2147,REC_047BFB5C291941F2F3894610,REC_0B7068B15A8821BA6614E210,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_85877B854FE48D1A9579EB6E,REC_047BFB5C291941F2F3894610,REC_86996D737ECA0C1113DF61D6,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_CEC003B8C98595FB7F502418,REC_0B7068B15A8821BA6614E210,REC_86996D737ECA0C1113DF61D6,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_B508B980BA5F5F77EE20687C,REC_0B7068B15A8821BA6614E210,REC_C8CF428B95D7453D5FC6127A,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_6EC25626A68ECD6654AEA75D,REC_C8CF428B95D7453D5FC6127A,REC_86996D737ECA0C1113DF61D6,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_C5178CAF6B93B2EC9E7BED15,REC_C08E13A1C9F286547A9256FF,REC_832DE95FC3ECCEE1DB42C18E,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_3BCA1EF33F663F5BE2B7B787,REC_D2719D5EA7A5B8D511B6718C,REC_F86647D2A5741AC1BF174CC2,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_4200013BD41AED881B3A22EA,REC_EA4B87C16EB63835A961CE53,REC_A22FF046C050CDCB73DD2083,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_EBC25C60F477B32F6E980AC0,REC_9037FECB6FF60D938C90BE86,REC_0372E12282A674A47FA92D56,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_FC0D0B8BE3E8C09542C24728,REC_9037FECB6FF60D938C90BE86,REC_F4E25DBA9FBEAF94E228CCD1,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_461DFB84D7DBC927B3973887,REC_0372E12282A674A47FA92D56,REC_F4E25DBA9FBEAF94E228CCD1,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_7382735D3A249FCAB5698310,REC_0372E12282A674A47FA92D56,REC_27477CD3B570EF798B48C3BA,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_D6B2776D978A74A4B01740F5,REC_27477CD3B570EF798B48C3BA,REC_F4E25DBA9FBEAF94E228CCD1,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_B1F716B34D345F63A99AA04E,REC_9C3D9D06871BBCFD408B54B1,REC_16AF81E06C3A2B14A4BA4928,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_0113D4E85AB55EBEAC3E6BE0,REC_DE1774A8F8AB110868834EF1,REC_047D45BAE97DB49A74191D91,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_96480A6BFB9CD5C33113570E,REC_848CB74B603187F4762F51CA,REC_22C98B70F792F8A7269B947A,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_C2413BC390BF5AEA0E5DD7D0,REC_848CB74B603187F4762F51CA,REC_DD8C44F41C3CC0F2A6500622,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate and safety summaries share a Platform release; exact upstream record overlap is unresolved.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_BA8E9B44D02B97D921EFA9CC,REC_22C98B70F792F8A7269B947A,REC_DD8C44F41C3CC0F2A6500622,SAME_SOURCE,PARTIALLY_DEPENDENT,Tractability and safety are separate blocks but share the Open Targets target object and may reference overlapping pharmacology or literature.,REVIEWED_TASK013
DEP_263DA4A09AC3B722D4683389,REC_848CB74B603187F4762F51CA,REC_672CA97C03C3460CC78AC975,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_997C8564D5686836E6E51BC9,REC_672CA97C03C3460CC78AC975,REC_22C98B70F792F8A7269B947A,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_3B1AD0A27CA5311BB08136B2,REC_2003B7B4275FABBB2B75CD40,REC_20B84EF8DEAFAF48999E9E6D,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_FE72F8384D913D6FC380E712,REC_FF07219788281CFF4E8AFCDB,REC_A2EEC2D5739BBB6E22B7A961,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_2550A8E014B8B6EDFE083C0E,REC_FF07219788281CFF4E8AFCDB,REC_64B511A694ABD8862185B7A4,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_7AB03EAF21563A12A9E4C498,REC_64B511A694ABD8862185B7A4,REC_A2EEC2D5739BBB6E22B7A961,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_50D09BE7D279DD65262D1F6A,REC_984B16BFD0BDE8D44FB1B2DE,REC_D47EDF2717B88D32CD9F3F64,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_6E26183D4E5045F28BFEC76D,REC_5C919415E5CA4E4636E706B0,REC_31C72E2964B7BBD6750E1853,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_9762A1E5369BA587F5CC1F05,REC_74E610E31436B2D91D9B137F,REC_A7D52E061815FB7672474EEA,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
